,Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
324,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.376,-1.2980000000000003,2.516
325,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.376,-1.2990000000000002,2.706
326,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.376,-1.2980000000000003,2.518
327,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.376,-1.2990000000000002,2.7079999999999997
328,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.376,-1.3,2.707
329,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,-0.18,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.376,-1.2980000000000003,2.6550000000000002
330,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.376,-1.2979999999999998,3.239
331,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.376,-1.2979999999999998,3.378
332,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.376,-1.2970000000000002,3.6180000000000003
333,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.376,-1.2980000000000003,3.808
334,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.376,-1.297,3.24
335,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.376,-1.297,3.2380000000000004
336,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.376,-1.2979999999999998,3.428
337,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.376,-1.297,3.24
338,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.376,-1.2979999999999998,3.4299999999999997
339,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.376,-1.2989999999999997,3.429
340,S8* -> *Li2S8 -> *LiS7 -> S6* -> *LiS6 -> *Li2S6 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,1.376,-1.37,-0.873,1.108,-1.092,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.376,-1.297,3.3770000000000002
341,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.297,1.7349999999999999
342,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.297,1.874
343,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2960000000000003,1.661
344,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2970000000000004,1.851
345,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.296,1.754
346,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.296,1.661
347,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.297,1.851
348,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2960000000000005,1.6629999999999998
349,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2970000000000004,1.8529999999999998
350,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.2979999999999998,1.9249999999999998
351,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,-0.18,0.381,0.003,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.296,1.8000000000000003
352,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.108,-1.2969999999999995,1.9459999999999997
353,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.108,-1.2969999999999995,2.085
354,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.108,-1.2959999999999998,2.325
355,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.108,-1.297,2.5149999999999997
356,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.108,-1.2959999999999996,1.947
357,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,1.9449999999999998
358,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.135
359,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.108,-1.2959999999999996,1.947
360,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.108,-1.2969999999999995,2.137
361,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.108,-1.2979999999999994,2.1359999999999997
362,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS -> *Li2S6 -> *LiS5 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.046,-0.168,1.108,-0.907,0.003,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.108,-1.2959999999999996,2.084
363,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.592,-1.2959999999999992,1.923
364,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.592,-1.2959999999999992,2.062
365,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2949999999999995,1.849
366,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2959999999999996,2.039
367,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.574,-1.2949999999999993,1.942
368,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999993,1.849
369,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999992,2.039
370,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999993,1.851
371,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999992,2.041
372,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.592,-1.296999999999999,2.113
373,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.413,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2949999999999993,1.988
374,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.045,-1.2980000000000003,2.517
375,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.045,-1.2980000000000003,2.6559999999999997
376,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2970000000000006,1.851
377,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2980000000000007,2.041
378,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.045,-1.2970000000000004,2.518
379,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.045,-1.2970000000000004,2.516
380,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.045,-1.2980000000000003,2.706
381,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.045,-1.2970000000000008,2.518
382,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.045,-1.2980000000000007,2.7079999999999997
383,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.045,-1.2990000000000002,2.707
384,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,1.045,-0.546,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.045,-1.2970000000000004,2.6550000000000002
385,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,-0.166,0.665,0.381,0.003,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.297,2.327
386,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,-0.166,0.665,0.381,0.003,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.297,2.4659999999999997
387,S8* -> *Li2S8 -> *LiS7 -> *Li2S7 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,0.393,-0.652,-0.893,-0.166,0.665,0.381,0.003,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2960000000000003,2.326
