,Paths,S8->Li2S4-Edge 1,S8->Li2S4-Edge 2,S8->Li2S4-Edge 3,S8->Li2S4-Edge 4,S8->Li2S4-Edge 5,S8->Li2S4-Edge 6,S8->Li2S4-Edge 7,S8->Li2S4-Edge 8,S8->Li2S4-Edge 9,Li2S4->Li2S-Edge 1,Li2S4->Li2S-Edge 2,Li2S4->Li2S-Edge 3,Li2S4->Li2S-Edge 4,Li2S4->Li2S-Edge 5,Li2S4->Li2S-Edge 6,Energy_barrier(eV),sum,sum_positive_except_max
129,S8* -> *Li2S8 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,1.045,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.045,-1.2970000000000004,2.503
130,S8* -> *Li2S8 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,1.045,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.045,-1.2980000000000003,2.502
131,S8* -> *Li2S8 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-1.171,1.045,-0.546,-0.191,0.574,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.045,-1.2960000000000005,2.45
132,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.296,2.122
133,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.296,2.261
134,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2950000000000004,2.121
135,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2960000000000005,2.311
136,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.665,-1.2950000000000002,2.1229999999999998
137,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.456
138,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.646
139,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.458
140,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.6480000000000001
141,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.665,-1.297,2.312
142,S8* -> *Li2S8 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S5 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-1.171,-0.166,0.665,0.381,0.003,-0.168,0.188,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2950000000000002,1.5950000000000002
143,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.193,-1.2979999999999998,2.7889999999999997
144,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.193,-1.2979999999999998,2.928
145,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.193,-1.2970000000000002,3.168
146,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.193,-1.2980000000000003,3.3579999999999997
147,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.193,-1.297,2.79
148,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.193,-1.297,2.7880000000000003
149,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.193,-1.2979999999999998,2.9779999999999998
150,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,1.193,-1.297,2.79
151,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,1.193,-1.2979999999999998,2.9799999999999995
152,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,1.193,-1.2989999999999997,2.9789999999999996
153,S8* -> *Li2S8 -> *LiS4 -> S3* -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-1.134,1.193,-1.211,-0.166,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,1.193,-1.297,2.927
154,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.2969999999999995,2.127
155,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.2969999999999995,2.266
156,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2959999999999998,2.1260000000000003
157,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.297,2.316
158,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.665,-1.2959999999999996,2.1279999999999997
159,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2959999999999996,1.4609999999999999
160,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2969999999999995,1.6509999999999998
161,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2959999999999996,1.4629999999999999
162,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2969999999999995,1.653
163,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.665,-1.2979999999999994,2.3169999999999997
164,S8* -> *Li2S8 -> *LiS4 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-1.134,-0.018,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2959999999999996,1.6
165,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.297,2.127
166,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.297,2.266
167,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.2960000000000003,2.1260000000000003
168,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.2970000000000004,2.316
169,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.665,-1.296,2.1279999999999997
170,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.296,1.4609999999999999
171,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.297,1.6509999999999998
172,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2960000000000005,1.4629999999999999
173,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.2970000000000004,1.653
174,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.665,-1.2979999999999998,2.3169999999999997
175,S8* -> *Li2S8 -> *LiS5 -> S* -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.245,-0.907,0.003,-0.168,0.665,-0.191,0.574,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.296,1.6
176,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,0.665,-1.2959999999999996,2.122
177,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,0.665,-1.2959999999999996,2.2609999999999997
178,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.045,-1.295,2.121
179,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.045,-1.296,2.311
180,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,0.665,-1.2949999999999997,2.1229999999999998
181,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,0.665,-1.2949999999999997,1.456
182,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,0.665,-1.2959999999999996,1.646
183,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.502,-0.168,0.665,0.381,0.003,-0.168,0.665,-1.2950000000000002,1.4579999999999997
184,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.502,-0.168,0.665,-0.191,0.574,-0.168,0.665,-1.296,1.6479999999999997
185,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.592,-0.191,0.574,-0.168,0.574,-0.168,0.665,-1.2969999999999995,2.312
186,S8* -> *Li2S8 -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *2LiS -> *LiS -> *Li2S,-2.074,-0.245,-1.092,0.188,-0.168,0.665,0.381,0.003,-0.168,0.5,-0.166,0.665,0.523,-0.139,-0.168,0.665,-1.2949999999999997,1.5950000000000002
187,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,0.381,0.003,-0.168,0.574,-0.168,1.204,-1.297,2.312
188,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS2 -> *2LiS -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.592,0.523,-0.139,-0.168,0.574,-0.168,1.204,-1.297,2.451
189,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,0.381,0.003,-0.168,1.204,-1.2960000000000003,2.691
190,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S2* -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,1.045,-0.546,-0.191,0.574,-0.168,1.204,-1.2970000000000004,2.881
191,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> S* -> *LiS -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,0.474,0.003,-0.168,0.574,-0.168,1.204,-1.296,2.3129999999999997
192,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> S* -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,0.381,0.003,-0.168,1.204,-1.296,2.311
193,S8* -> *Li2S8 -> *LiS6 -> S5* -> *LiS5 -> *Li2S5 -> *LiS -> *Li2S2 -> *LiS -> *Li2S4->*Li2S4 -> *LiS3 -> *Li2S3 -> *LiS2 -> *Li2S2 -> *LiS -> *Li2S,-2.074,-0.006,1.204,-0.969,-1.092,0.188,-0.168,0.574,-0.168,0.5,-0.166,0.665,-0.191,0.574,-0.168,1.204,-1.297,2.501
